No,Datetime,NOx(µg/Nm3},SO2(µg/Nm3},O3(µg/Nm3},PM-10(µg/Nm3},PM-2-5(µg/Nm3},NO(µg/Nm3},NO2(µg/Nm3},CO(mg/Nm3},PM-1(µg/m3}
248,15:00 31/10/2019,54.6425,15.3153,75.2693,111.3874,33.4846,8.4312,46.2113,362.4479,18.1952
249,16:00 31/10/2019,159.6436,32.4487,41.6486,160.2287,50.5902,52.6488,106.9949,618.7153,28.8788
250,17:00 31/10/2019,204.5336,64.4422,18.8649,272.568,99.3555,82.3776,122.1559,1512.1701,66.9984
251,18:00 31/10/2019,138.3452,41.5856,15.4403,259.1556,109.1618,36.3843,101.9608,1503.6457,79.4072
252,19:00 31/10/2019,124.6381,38.4368,13.7018,288.2839,136.0941,32.2341,92.404,1562.4479,104.7964
253,20:00 31/10/2019,87.4262,20.5841,24.0564,214.3169,99.232,14.2185,73.2077,1129.1146,74.9169
254,21:00 31/10/2019,62.9294,11.9318,25.7961,253.278,104.975,8.6975,54.2319,1130.8507,75.9664
255,22:00 31/10/2019,39.0496,11.3403,33.9415,132.7695,71.7201,3.6178,35.4318,781.1111,56.0221
256,23:00 31/10/2019,40.2862,9.9027,33.8874,146.8399,78.0253,4.2882,35.9981,1087.6389,59.7026
257,1/11/2019 0:00,61.0294,12.7357,22.7735,598.4521,502.3578,6.4007,54.6287,1365.5902,434.9677
258,1/11/2019 1:00,34.1369,9.9603,32.5355,192.1137,157.4928,3.3329,30.804,518.5764,139.1827
259,1/11/2019 2:00,38.9364,7.8432,40.3783,505.4844,424.2034,6.3263,32.6101,576.1458,370.3837
260,1/11/2019 3:00,70.1066,7.156,28.8108,1202.9667,1036.7555,15.1467,54.9599,1173.9931,880.7835
261,1/11/2019 4:00,67.4547,8.0434,29.2701,1196.222,1046.2959,15.7772,51.6775,2304.0625,901.8385
262,1/11/2019 5:00,48.8097,7.8213,64.223,1356.0686,1177.2359,9.3729,39.4368,1558.0036,979.3427
263,1/11/2019 6:00,31.9635,8.0688,40.0178,573.7591,497.0591,5.6997,26.2638,373.6111,427.5568
264,1/11/2019 7:00,19.381,7.5377,58.9486,39.9582,31.1502,3.0474,16.3336,168.4375,26.1368
265,1/11/2019 8:00,25.4816,6.5625,65.1192,26.4565,18.5984,3.8125,21.6691,659.5139,15.3617
266,1/11/2019 9:00,46.5285,8.5017,54.0899,31.667,21.8155,7.0212,39.5073,737.5868,17.7136
267,1/11/2019 10:00,47.0889,8.4295,52.6309,29.2033,19.4753,8.9681,38.1208,893.5938,15.946
268,1/11/2019 11:00,83.609,9.4722,38.5097,47.2222,30.4222,19.9878,63.6212,1635.1736,25.0061
269,1/11/2019 12:00,96.7524,11.9675,32.0054,39.7019,24.8663,26.5125,70.24,1056.0243,19.9102
270,1/11/2019 13:00,89.5005,10.9498,31.9545,46.6773,29.8745,23.0964,66.4041,1328.2292,24.3094
271,1/11/2019 14:00,99.0153,12.3588,24.2094,49.1603,33.2582,25.7034,73.3118,1528.507,28.1764
272,1/11/2019 15:00,68.7997,14.9383,30.5431,38.1268,29.6988,17.725,51.0747,1537.3438,26.4879
273,1/11/2019 16:00,91.3051,18.6218,25.8291,43.8592,29.0608,22.1318,69.1733,1239.375,23.907
274,1/11/2019 17:00,107.5743,25.1521,20.596,45.1805,26.7466,32.6322,74.9422,972.9861,21.9915
275,1/11/2019 18:00,111.9469,28.6945,13.155,46.6169,27.256,35.9204,76.0265,1111.3194,21.986
276,1/11/2019 19:00,121.1569,29.6014,9.903,55.4857,33.3749,43.2144,77.9425,1101.2152,26.9565
277,1/11/2019 20:00,52.0759,26.2524,15.6052,61.0696,40.6344,6.9084,45.1675,736.5625,35.0085
278,1/11/2019 21:00,33.3583,15.4043,23.3441,47.8835,36.0833,3.0187,30.3396,595.625,32.5201
279,1/11/2019 22:00,25.4258,11.8928,29.8776,38.8804,30.538,2.3859,23.0399,428.6979,27.5546
280,1/11/2019 23:00,34.2372,10.0116,28.0138,101.8826,86.2332,4.3649,29.8723,492.4306,76.7151
281,2/11/2019 0:00,91.776,9.7653,31.4786,980.8286,857.2105,39.4958,52.2803,1694.0105,729.2062
282,2/11/2019 1:00,72.7588,11.1266,10.2516,1174.5535,1032.548,24.4989,48.2599,2279.6007,893.4264
283,2/11/2019 2:00,82.3418,13.2811,8.3946,958.1399,860.6078,32.9588,49.383,3318.0207,762.5887
284,2/11/2019 3:00,63.1437,13.0897,10.5659,1034.994,941.8909,24.7561,38.3875,1264.2015,844.4014
285,2/11/2019 4:00,63.8488,11.0539,9.6456,968.8526,863.7723,24.8784,38.9704,1080.3992,762.472
286,2/11/2019 5:00,77.6824,9.8396,8.0735,1051.5789,904.9664,35.1153,42.5672,1059.6701,779.2161
287,2/11/2019 6:00,59.8578,10.0589,4.1047,1000.4315,807.0749,21.8565,38.0013,709.0104,659.5808
288,2/11/2019 7:00,54.0776,11.8964,4.7217,135.6981,114.2517,19.242,34.8356,597.1007,103.494
289,2/11/2019 8:00,70.0793,17.6728,9.5941,68.1438,47.0792,30.5224,39.5569,1181.1112,40.3522
290,2/11/2019 9:00,75.1478,31.2932,5.4623,55.3414,34.2273,32.7047,42.4431,1073.5591,28.1353
291,2/11/2019 10:00,62.6471,30.3164,8.3818,47.4328,29.7372,24.9374,37.7097,776.4931,24.8159
292,2/11/2019 11:00,85.8139,29.0091,8.5726,63.4357,36.6185,37.0594,48.7545,982.8993,29.9967
293,2/11/2019 12:00,80.3951,27.2828,11.3963,66.8245,36.4172,31.474,48.9211,874.6528,28.7372
294,2/11/2019 13:00,82.1758,22.4995,13.9905,110.9336,67.6071,30.3562,51.8196,963.8889,55.6223
295,2/11/2019 14:00,52.6066,20.9277,22.0693,61.9949,40.1296,15.0521,37.5545,631.7708,33.8551
296,2/11/2019 15:00,45.3025,17.5119,32.4885,62.1445,39.3776,11.1736,34.1289,723.9583,33.185
297,2/11/2019 16:00,54.4796,18.2345,38.6166,56.8189,35.3354,12.9634,41.5162,631.9618,29.5401
298,2/11/2019 17:00,82.3435,27.6979,29.7731,101.547,62.8746,23.1284,59.2151,887.4306,51.7964
299,2/11/2019 18:00,73.6632,27.974,19.8007,69.9869,36.6352,19.1726,54.4906,710.8854,28.9198
300,2/11/2019 19:00,51.5624,22.8466,17.5637,67.3497,39.7989,10.7429,40.8195,602.5,32.587
301,2/11/2019 20:00,36.3072,16.2686,14.0664,65.0854,47.0903,4.5452,31.762,608.1597,41.1854
302,2/11/2019 21:00,37.2675,10.3743,10.131,69.7129,54.1829,5.4156,31.8518,586.5104,48.0556
303,2/11/2019 22:00,39.9148,9.1802,7.813,45.4295,34.8688,7.1033,32.8115,492.8993,30.7252
304,2/11/2019 23:00,39.518,8.7989,8.4125,79.4801,58.6111,7.6108,31.9072,534.0799,49.371
305,3/11/2019 0:00,74.6401,9.1123,8.0836,875.2042,709.1801,30.6123,44.0278,1139.6354,598.061
306,3/11/2019 1:00,71.2815,9.3832,7.007,1152.227,1006.1001,30.8023,40.4792,1148.6804,864.8102
307,3/11/2019 2:00,63.1473,9.1186,7.8356,1155.9464,983.5002,25.9562,37.1911,1012.0833,838.8946
308,3/11/2019 3:00,53.9746,8.7993,10.8477,974.504,855.3634,17.7626,36.212,956.3715,753.5841
309,3/11/2019 4:00,58.9707,8.0501,7.2076,1226.6118,1049.3721,19.3898,39.5809,1270.7292,890.6752
310,3/11/2019 5:00,69.9643,7.0888,9.2723,1123.5141,959.2233,28.7123,41.252,1108.5243,821.561
311,3/11/2019 6:00,79.9331,7.1989,8.8804,844.6731,718.4621,36.9583,42.9748,946.9618,628.9727
312,3/11/2019 7:00,79.2049,8.0481,7.4597,322.067,247.1277,33.7576,45.4473,1038.2465,213.458
313,3/11/2019 8:00,91.0915,11.6613,6.546,141.9597,85.0999,44.3655,46.7259,1735.33,69.7007
314,3/11/2019 9:00,67.0564,18.1129,1.9222,131.0414,84.3761,30.0724,36.984,1062.9167,67.1015
315,3/11/2019 10:00,64.0335,18.2337,6.6588,95.6305,62.1177,27.7575,36.2759,891.0416,50.8066
316,3/11/2019 11:00,64.0871,21.7376,16.8833,90.412,53.8752,24.4771,39.61,858.7674,43.5285
317,3/11/2019 12:00,51.7967,25.2975,36.9272,77.2623,41.7619,13.7897,38.007,732.934,33.4507
318,3/11/2019 13:00,41.0082,18.6639,54.1637,79.7975,40.7921,9.3752,31.633,490.9201,30.1757
319,3/11/2019 14:00,27.868,15.1127,71.5119,75.7144,41.1514,4.3386,23.5294,633.4201,31.5461
320,3/11/2019 15:00,40.0356,12.4033,57.6774,88.8029,48.8506,8.0899,31.9457,597.8125,37.1395
321,3/11/2019 16:00,54.0558,13.0575,46.7984,84.1148,42.0721,8.2853,45.7705,684.9479,32.1753
322,3/11/2019 17:00,75.5419,23.0647,47.7621,119.1782,69.7313,15.0274,60.5145,1043.7152,58.6392
323,3/11/2019 18:00,57.0812,23.3416,41.1551,97.9206,52.9043,7.6979,49.3833,1489.2709,42.4398
324,3/11/2019 19:00,49.1752,24.7827,21.586,138.7137,57.5416,7.6613,41.5139,907.5,42.093
325,3/11/2019 20:00,41.612,16.8657,15.551,116.2262,58.7684,7.3633,34.2487,900.2431,46.0864
326,3/11/2019 21:00,37.3567,10.4616,11.0043,91.6474,54.0046,5.2991,32.0575,692.5521,45.2517
327,3/11/2019 22:00,36.3612,8.9089,9.3137,61.311,36.2009,4.4737,31.8875,847.6562,30.1631
328,3/11/2019 23:00,38.0601,8.7762,9.031,59.8429,35.9504,5.9915,32.0686,990.7118,29.9496
329,4/11/2019 0:00,52.4817,9.7709,7.2936,160.6883,123.0146,13.7575,38.7242,1057.4305,104.8155
330,4/11/2019 1:00,33.8399,14.3731,6.96,218.0065,183.634,6.5839,27.256,592.4306,157.2358
331,4/11/2019 2:00,36.6341,15.2784,9.4569,240.7115,194.9607,6.7039,29.9302,852.9167,160.9412
332,4/11/2019 3:00,61.7803,15.0992,7.4692,1268.7488,1084.7398,24.4072,37.3731,1289.9654,895.8406
333,4/11/2019 4:00,39.0389,15.5783,5.5968,313.5519,270.1543,11.1216,27.9173,928.1076,232.9791
334,4/11/2019 5:00,22.3383,13.276,11.0811,240.6493,203.3902,3.7784,18.5599,742.8298,175.9083
335,4/11/2019 6:00,22.9792,12.3095,11.7633,92.8311,72.4245,3.5666,19.4126,797.8298,58.4586
336,4/11/2019 7:00,30.3211,11.6037,9.8167,77.2951,59.1136,6.7089,23.6122,957.9861,48.8984
337,4/11/2019 8:00,47.9883,12.5582,10.5751,104.5619,76.3562,17.38,30.6083,1011.7014,67.9783
338,4/11/2019 9:00,57.0478,13.9508,13.9465,81.074,37.8176,20.5266,36.5213,1033.8021,30.1639
339,4/11/2019 10:00,59.3406,15.9981,22.586,120.0024,66.8517,17.5968,41.7438,958.3681,55.9779
340,4/11/2019 11:00,72.9815,18.5868,40.233,124.6936,54.2217,21.9661,51.0154,632.5,41.9734
341,4/11/2019 12:00,56.5813,15.4086,65.7508,95.2031,38.6129,10.3543,46.227,586.8924,28.3457
342,4/11/2019 13:00,48.0048,11.9306,87.2344,145.9348,40.2552,11.6145,36.3903,414.9826,24.4733
343,4/11/2019 14:00,33.776,9.8745,91.0361,75.6677,32.7004,6.6566,27.1194,403.6285,23.8059
344,4/11/2019 15:00,54.722,9.7824,86.179,83.1983,32.6643,13.5293,41.1927,342.9167,23.2914
345,4/11/2019 16:00,50.9672,11.9929,82.0948,103.3364,30.642,11.8573,39.1099,482.2048,19.5169
346,4/11/2019 17:00,44.6111,16.847,82.2826,74.0521,31.4678,8.3421,36.2691,1481.6667,23.9602
347,4/11/2019 18:00,88.0469,30.5865,75.2654,100.8186,54.3511,12.7164,75.3304,996.3021,42.2481
348,4/11/2019 19:00,121.7635,51.8931,33.9285,239.7839,145.3268,23.2391,98.5244,1231.5453,116.6482
349,4/11/2019 20:00,88.534,41.505,25.0713,216.6729,125.4134,19.2645,69.2694,1437.014,101.1221
350,4/11/2019 21:00,120.7724,15.6295,0.1997,287.9965,120.5608,46.6013,74.1711,2154.1492,85.1229
351,4/11/2019 22:00,81.7392,12.93,5.187,217.7348,118.546,21.9475,59.7917,2797.6043,94.5112
352,4/11/2019 23:00,82.32,11.0666,3.3237,222.6437,138.3806,28.7491,53.5709,3513.5617,115.162
353,5/11/2019 0:00,77.7559,13.9612,2.0466,222.0739,136.2195,19.5365,58.2195,1894.7743,115.0687
354,5/11/2019 1:00,64.582,21.2713,4.0884,163.4287,120.7784,6.0073,58.5747,1429.2361,105.7017
355,5/11/2019 2:00,51.7212,17.1568,4.9673,132.5674,99.7719,4.8024,46.9188,1203.611,87.3092
356,5/11/2019 3:00,44.9461,14.5288,3.0067,131.6555,103.2309,6.2807,38.6654,1043.4721,91.1667
357,5/11/2019 4:00,44.7414,11.3149,1.6715,123.2953,97.6724,8.5365,36.2049,1175.0694,86.0327
358,5/11/2019 5:00,35.4059,9.3959,3.3583,91.3723,66.4938,4.8435,30.5624,900.3298,56.6682
359,5/11/2019 6:00,34.1575,9.0507,4.1476,78.5441,58.451,5.6617,28.4958,766.441,50.2341
360,5/11/2019 7:00,38.4241,9.2259,4.3857,98.3883,71.4159,8.978,29.4461,1109.4269,59.8111
361,5/11/2019 8:00,68.8301,10.5045,4.411,93.5408,56.2236,25.6359,43.1942,1293.4548,45.2205
362,5/11/2019 9:00,92.8932,12.2658,11.493,143.6924,57.2597,35.6152,57.2781,1195.3472,40.1596
363,5/11/2019 10:00,54.3606,13.931,39.8803,161.4022,60.7022,9.3366,45.024,1159.6354,41.283
364,5/11/2019 11:00,46.9338,16.5598,82.618,119.5879,48.5357,7.1424,39.7914,559.7222,34.4118
365,5/11/2019 12:00,59.3822,13.7916,99.5325,148.4923,48.9244,10.2637,49.1186,574.5833,31.5905
366,5/11/2019 13:00,71.5,12.3175,103.9507,213.9637,54.3499,11.1583,60.3417,585.4514,29.3832
367,5/11/2019 14:00,38.305,13.3181,140.8207,130.3954,43.1255,5.2588,33.0463,830.3993,27.4128
368,5/11/2019 15:00,45.3856,14.3314,145.1668,144.1348,44.9501,4.8685,40.5171,800.8681,26.9379
369,5/11/2019 16:00,59.4276,14.8295,136.3558,167.353,50.1118,4.9171,54.5106,492.9514,29.0187
370,5/11/2019 17:00,97.3516,15.3034,120.0437,179.1139,56.1337,17.174,80.1776,569.2014,33.4442
371,5/11/2019 18:00,87.7241,12.9975,120.7057,156.2265,50.6184,19.0734,68.6507,751.3715,31.9685
372,5/11/2019 19:00,178.7125,13.3904,67.1884,239.5591,93.1375,60.0195,118.693,1228.6631,63.1312
373,5/11/2019 20:00,191.5642,9.1071,3.3672,236.3208,101.5798,54.7027,136.8614,1373.8888,70.4986
374,5/11/2019 21:00,162.2267,7.1222,1.6721,315.1012,134.9291,51.3358,110.8909,2275.3994,97.5155
375,5/11/2019 22:00,153.1431,7.3339,1.3346,312.8125,204.0184,50.9209,102.2222,3172.1702,169.6179
376,5/11/2019 23:00,97.2259,6.9264,18.2843,214.2543,143.6774,7.573,89.6528,1518.2812,123.6126
377,6/11/2019 0:00,83.1494,7.0265,20.3142,247.312,185.6066,4.5577,78.5917,1501.3716,164.5374
378,6/11/2019 1:00,89.1242,7.7649,11.0769,197.3326,148.0442,5.4054,83.7188,1308.0382,129.9804
379,6/11/2019 2:00,74.3349,8.4477,16.2957,233.5671,177.2799,4.3012,70.0337,1187.3958,155.0509
380,6/11/2019 3:00,56.0023,8.93,20.5802,165.3299,127.4339,3.6182,52.3841,1063.941,112.0667
381,6/11/2019 4:00,40.9588,9.032,18.1569,148.7195,119.5697,3.5463,37.4125,1021.3368,105.9425
382,6/11/2019 5:00,49.7358,7.6755,6.3844,163.7105,126.5116,5.2251,44.5108,1305.7813,111.1001
383,6/11/2019 6:00,43.9644,7.8936,9.2399,161.9254,116.1536,5.9896,37.9748,1039.2361,99.6651
384,6/11/2019 7:00,37.4814,8.3206,12.9128,144.6775,101.9509,4.9805,32.5008,1015.2084,88.0763
385,6/11/2019 8:00,85.3575,7.8241,2.6293,216.9674,138.8993,38.6875,46.67,1724.7917,117.1577
386,6/11/2019 9:00,82.9149,8.7031,7.8068,263.219,156.8804,30.8515,52.0635,1849.1841,128.0486
387,6/11/2019 10:00,87.8982,9.2108,24.504,278.5536,134.9202,20.5482,67.3501,1574.4097,102.1775
388,6/11/2019 11:00,111.5169,13.6482,49.1914,218.4108,96.3386,27.2418,84.275,946.441,72.3029
389,6/11/2019 12:00,84.7685,13.9536,103.781,182.63,79.1147,7.818,76.9505,735.3125,57.9556
390,6/11/2019 13:00,71.3938,10.9331,181.182,195.6259,88.1095,4.4548,66.939,790.2083,65.6153
391,6/11/2019 14:00,88.1499,10.7862,192.6108,199.5645,94.0977,8.2334,79.9166,841.5625,71.3021
392,6/11/2019 15:00,58.8423,12.441,224.7879,184.7151,82.0067,3.2197,55.6226,717.0486,59.935
393,6/11/2019 16:00,52.8461,12.6924,233.298,167.0264,75.911,2.8577,49.9884,584.5312,55.3022
394,6/11/2019 17:00,83.716,11.2017,183.8608,217.5797,85.5191,3.7112,80.0047,829.1146,57.4668
395,6/11/2019 18:00,71.5175,9.7697,171.6719,226.1134,88.6017,2.9151,68.6025,677.934,58.8912
396,6/11/2019 19:00,123.3842,8.3397,80.4015,238.7239,106.4791,7.59,115.7942,5252.4477,78.0746
397,6/11/2019 20:00,101.8581,7.811,68.757,297.5093,145.9639,4.6945,97.1636,2014.0277,113.9402
398,6/11/2019 21:00,65.6582,5.4074,69.4865,209.1263,107.8256,4.1164,61.5418,996.0069,85.8803
399,6/11/2019 22:00,50.5753,5.2993,71.8816,152.5982,106.4806,3.1924,47.3829,1398.6632,92.4815
400,6/11/2019 23:00,49.8267,6.1693,73.4751,173.4753,125.2258,3.2352,46.5916,947.2743,110.5353
401,7/11/2019 0:00,40.9948,7.033,76.2226,152.4615,107.6899,2.9342,38.0606,813.3901,94.5922
402,7/11/2019 1:00,50.7007,8.6412,67.1545,188.3263,151.5433,4.2141,46.4866,820.7639,135.7067
403,7/11/2019 2:00,38.4708,8.7464,71.7917,141.7664,111.0283,2.7723,35.6985,843.9062,98.6351
404,7/11/2019 3:00,30.5616,8.2094,59.9507,138.6001,105.2493,3.0178,27.5439,880.816,93.0753
405,7/11/2019 4:00,30.566,7.5174,50.1962,141.3523,106.9268,2.7317,27.8343,848.8194,94.5299
406,7/11/2019 5:00,26.782,6.7488,56.6731,146.7542,109.8661,2.651,24.1311,793.4549,96.7026
407,7/11/2019 6:00,29.6238,6.145,41.217,152.2576,117.3943,3.2435,26.3802,919.6701,104.8826
408,7/11/2019 7:00,34.722,6.0664,30.8211,177.6051,135.6975,3.5605,31.1615,1556.6841,114.9893
409,7/11/2019 8:00,62.7428,7.0531,23.1846,243.7996,167.9411,13.1869,49.5559,1905.3298,143.7041
410,7/11/2019 9:00,84.3271,9.2465,25.9404,341.3398,147.371,24.9631,59.364,1430.1215,111.9482
411,7/11/2019 10:00,64.5662,13.1989,77.9862,226.7974,91.4869,8.5667,55.9995,833.9236,65.7744
412,7/11/2019 11:00,102.4574,14.0144,86.1953,245.1613,91.0557,20.0669,82.3905,795.6945,64.4395
413,7/11/2019 12:00,84.2163,11.8313,107.6099,339.0276,95.1208,12.5534,71.6629,642.4826,57.9263
414,7/11/2019 13:00,78.0613,9.3097,115.063,435.2004,101.0232,14.8654,63.1959,614.809,52.1222
415,7/11/2019 14:00,68.7751,8.5609,113.0763,141.7915,59.8467,11.6554,57.1197,513.8368,44.0248
416,7/11/2019 15:00,70.3059,8.2865,111.1711,130.8343,54.2784,16.5576,53.7483,468.7153,40.56
417,7/11/2019 16:00,71.0052,10.3028,115.3211,105.9818,52.2404,13.6604,57.3448,692.2396,41.7723
418,7/11/2019 17:00,56.8126,15.3646,125.6908,107.4983,51.9924,6.8599,49.9527,915.9723,41.16
419,7/11/2019 18:00,121.2969,19.7586,116.8006,168.6768,84.8638,15.2991,105.9978,1479.0279,67.6997
420,7/11/2019 19:00,84.3974,25.7368,108.7546,192.9889,115.8887,8.3121,76.0853,1270.382,97.0721
421,7/11/2019 20:00,66.0801,16.6869,93.7247,217.0912,142.6018,3.6037,62.4764,1287.9166,122.0785
422,7/11/2019 21:00,95.7457,11.2998,43.5288,283.7831,202.8514,4.8145,90.9312,1624.2361,177.0165
423,7/11/2019 22:00,80.0107,10.4807,29.8892,265.479,172.9287,5.5692,74.4415,1841.25,148.4432
424,7/11/2019 23:00,63.7882,9.3518,22.1803,243.9154,174.4607,4.7391,59.0491,1629.2708,151.771
425,8/11/2019 0:00,58.7791,9.9695,18.4673,226.7252,167.1438,5.1759,53.6031,1509.8959,147.4387
426,8/11/2019 1:00,72.2546,13.0265,10.1968,260.4667,205.2825,8.6584,63.5961,1462.5521,182.1222
427,8/11/2019 2:00,39.7555,13.8738,24.3754,157.5131,123.7859,3.3344,36.4211,962.4133,110.3136
428,8/11/2019 3:00,29.8444,12.7059,33.7344,117.2429,89.9598,2.6404,27.2041,778.8195,80.2509
429,8/11/2019 4:00,25.8793,10.2988,34.0889,99.184,80.3685,2.6528,23.2265,724.809,73.0242
430,8/11/2019 5:00,31.614,7.7836,23.345,131.4327,100.4323,3.572,28.0419,823.8021,90.067
431,8/11/2019 6:00,49.188,8.5157,18.7489,124.2228,98.2296,11.1987,37.9893,779.9306,88.6754
432,8/11/2019 7:00,58.113,14.4553,22.2714,123.9443,84.8938,15.7783,42.3347,957.8647,74.488
433,8/11/2019 8:00,62.7622,17.9548,24.7356,143.8236,68.0058,14.0847,48.6775,936.6493,52.7104
434,8/11/2019 9:00,67.5191,17.1751,46.7409,173.898,64.7352,15.6391,51.88,1114.7222,47.5612
435,8/11/2019 10:00,117.1858,24.2174,30.6589,239.3237,84.9203,34.0513,83.1345,1466.441,60.728
436,8/11/2019 11:00,105.759,24.227,53.0238,245.5221,74.8091,26.7356,79.0234,973.9063,47.9144
437,8/11/2019 12:00,82.7725,17.6871,83.1029,214.3666,63.7667,15.9356,66.8369,941.9098,39.6998
438,8/11/2019 13:00,77.9363,13.67,94.5509,221.7652,59.3248,14.684,63.2524,660.3125,35.1123
439,8/11/2019 14:00,38.6284,12.1983,130.6191,154.133,53.423,4.7205,33.9078,521.7882,35.8984
440,8/11/2019 15:00,32.9867,12.7421,142.4663,171.9836,49.6663,4.1423,28.8444,431.059,31.8771
441,8/11/2019 16:00,68.445,10.9721,106.1038,102.9606,41.9281,11.0403,57.4047,548.1771,31.5872
442,8/11/2019 17:00,67.7434,11.1901,99.6019,165.9325,48.3304,10.8735,56.8698,656.6493,30.4768
443,8/11/2019 18:00,68.2818,11.3979,118.3344,158.8845,48.3623,7.292,60.9898,1048.4201,30.7917
444,8/11/2019 19:00,101.096,20.6885,83.3675,193.3232,94.6573,5.7644,95.3316,1076.441,74.4749
445,8/11/2019 20:00,118.2685,12.9375,33.162,217.3554,119.1487,8.1545,110.1141,1308.3507,97.5062
446,8/11/2019 21:00,165.3072,7.1691,2.6478,354.186,186.9163,47.9631,117.3442,2145.3471,148.9389
447,8/11/2019 22:00,110.9413,7.1178,4.2586,319.1138,207.5477,18.838,92.1034,2505.5556,174.792
448,8/11/2019 23:00,83.5517,8.472,20.7695,221.6499,156.6332,6.9658,76.586,1474.4792,138.2343
449,9/11/2019 0:00,91.3742,20.5114,19.1099,142.4011,105.0124,5.6751,85.6992,1303.3161,93.1434
450,9/11/2019 1:00,128.5595,27.0721,1.2676,153.1652,115.0897,24.6186,103.9408,1365.1895,101.6276
451,9/11/2019 2:00,110.288,21.3225,2.9925,176.974,142.2725,9.4092,100.8788,1581.1807,127.3317
452,9/11/2019 3:00,65.7767,21.6196,10.6004,209.7689,176.9632,4.4531,61.3236,1535.9722,159.6771
453,9/11/2019 4:00,62.2109,15.3395,2.3085,154.2796,123.8111,5.7088,56.5021,1170.7985,111.0515
454,9/11/2019 5:00,45.4574,10.5359,2.7276,171.456,137.863,5.1154,40.342,1261.0243,121.2481
455,9/11/2019 6:00,42.2634,9.2386,2.3805,132.2677,105.6115,5.7624,36.501,1046.5104,93.8434
456,9/11/2019 7:00,55.0362,9.1893,2.8639,155.6389,117.4888,12.6993,42.3369,1767.743,101.4034
457,9/11/2019 8:00,69.0192,10.3615,3.13,163.6946,105.1551,26.0524,42.9668,1663.9062,89.5487
458,9/11/2019 9:00,96.013,12.5518,8.0288,209.6592,100.411,39.3497,56.6633,1254.4792,79.4729
459,9/11/2019 10:00,85.3319,13.8853,28.8713,211.3088,89.7325,18.2009,67.131,1091.9097,67.1792
460,9/11/2019 11:00,93.3959,18.8712,66.8259,229.8149,92.9872,13.9246,79.4713,872.2569,66.4622
461,9/11/2019 12:00,94.4001,16.3505,105.7561,257.3514,74.3116,14.544,79.8561,728.75,46.3312
462,9/11/2019 13:00,127.2158,14.9741,111.8423,359.8362,100.6015,22.6555,104.5603,915.4167,60.1978
463,9/11/2019 14:00,58.7653,14.9125,165.6384,156.9495,58.3195,4.4105,54.3548,552.7951,40.4091
464,9/11/2019 15:00,34.1776,12.1125,202.2498,125.2524,46.1636,2.6424,31.5352,348.0903,32.4592
465,9/11/2019 16:00,67.1336,11.4016,150.2085,229.8134,68.5546,8.855,58.2786,4358.0292,39.2321
466,9/11/2019 17:00,104.9684,18.9032,179.3122,260.2447,73.2688,25.2441,80.755,9799.2872,42.8013
467,9/11/2019 18:00,121.8584,17.8635,152.0887,166.4257,75.6431,9.6638,112.1946,860.052,59.1911
468,9/11/2019 19:00,170.0967,13.0837,85.9355,291.4158,106.8391,31.1662,138.9306,1494.0798,72.2264
469,9/11/2019 20:00,207.7198,10.4775,22.8343,433.0508,228.7234,40.5838,167.136,2123.6806,180.3469
470,9/11/2019 21:00,163.4342,9.289,13.3348,368.3094,244.7092,18.1622,145.272,2108.6632,210.2379
471,9/11/2019 22:00,162.683,7.5738,7.4323,297.8477,216.3592,25.2804,137.4026,2039.1145,192.6663
472,9/11/2019 23:00,149.5604,8.6618,13.2244,277.1403,189.4317,20.7566,128.8038,1903.2118,164.7404
473,10/11/2019 0:00,102.4223,8.8843,26.0788,197.6935,149.1628,4.6881,97.7342,1667.5175,133.5595
474,10/11/2019 1:00,90.3451,9.1313,30.2181,260.2179,214.9907,4.0183,86.3268,1463.7847,194.1184
475,10/11/2019 2:00,112.2611,9.4722,18.5745,191.7213,157.449,7.3028,104.9582,1377.9514,141.1779
476,10/11/2019 3:00,60.9135,8.659,27.8673,196.9217,162.1355,3.8106,57.1029,1404.4443,146.2656
477,10/11/2019 4:00,60.9191,12.5808,14.6697,205.7034,170.425,3.9597,56.9594,1454.9653,153.8894
478,10/11/2019 5:00,56.0761,10.582,15.9011,293.8576,253.5322,3.8771,52.199,1548.125,233.7968
479,10/11/2019 6:00,49.8623,8.0616,16.218,203.9577,170.0252,7.7947,42.0676,1604.1493,151.5634
480,10/11/2019 7:00,62.7298,7.3045,12.7133,187.2308,152.9796,15.8107,46.9191,1714.4791,137.3863
481,10/11/2019 8:00,74.7687,7.7101,11.6624,225.3804,179.5619,24.3778,50.3909,2127.3786,159.6515
482,10/11/2019 9:00,78.8186,9.4825,12.0612,287.3458,203.0284,26.73,52.0886,2050.5902,175.1734
483,10/11/2019 10:00,75.2225,17.6097,32.7382,200.2238,130.8504,18.988,56.2345,1796.0067,111.7744
484,10/11/2019 11:00,64.7997,20.0367,60.8538,161.2692,100.1301,8.4411,56.3586,1047.4826,86.0967
485,10/11/2019 12:00,92.0595,25.2022,102.0985,152.0069,85.4908,13.4121,78.6474,896.2674,72.5098
