STT,Datetime,NOx(µg/Nm3},SO2(µg/Nm3},O3(µg/Nm3},PM-10(µg/Nm3},PM-2-5(µg/Nm3},NO(µg/Nm3},NO2(µg/Nm3},CO(mg/Nm3},Atmospheric pressure(hPa},InnerTemp(oC},,,,,
10538,06:00 09/04/2025,14.4675,4.8142,6.8025,78.8808,44.0992,5.0708,9.3958,2763.835,1010.6358,25.535,,,,,
10539,07:00 09/04/2025,10.0058,5.2925,2.64,71.1783,33.5875,1.4783,8.6592,3186.2942,1011.1183,27.5758,,,,,
10540,08:00 09/04/2025,8.2942,6.2683,4.4675,74.5042,39.3408,1.1075,7.7825,3710.4842,1011.815,28.4175,,,,,
10541,09:00 09/04/2025,13.8008,7.2642,3.6345,115.9758,45.4492,3.7833,10.0167,4505.7908,1012.2608,28.3842,,,,,
10542,10:00 09/04/2025,8.7058,6.1317,13.5892,118.1842,49.0167,0.7167,8.0192,2822.8683,1012.3492,27.26,,,,,
10543,11:00 09/04/2025,9.8675,5.67,24.47,81.8642,47.3633,1.8417,8.1242,2839.6792,1012.0133,26.0333,,,,,
10544,12:00 09/04/2025,10.4642,6.2183,22.1642,82.4567,48.1508,2.4925,8.3533,3110.2892,1010.9417,25.5967,,,,,
10545,13:00 09/04/2025,5.8725,5.6633,29.2442,67.7342,41.935,0.2,6.6167,2579.7767,1009.6225,27.8183,,,,,
10546,14:00 09/04/2025,5.875,5.2358,26.4992,83.0008,55.2325,0.0467,6.795,2355.3767,1008.3742,28.07,,,,,
10547,15:00 09/04/2025,11.8808,6.1992,21.36,82.6967,50.5542,2.37,9.9617,3088.6942,1007.2258,28.1992,,,,,
10548,16:00 09/04/2025,10.885,5.6275,21.21,86.6275,49.9908,0.6,10.3592,2546.3908,1006.4458,26.8733,,,,,
10549,17:00 09/04/2025,18.6392,5.9975,17.515,78.4708,39.4008,6.3083,12.3308,4387.1275,1006.1717,25.935,,,,,
10550,18:00 09/04/2025,13.5067,5.6483,17.2225,85.6958,38.01,1.7525,12.0967,3907.8617,1006.3642,25.6658,,,,,
10551,19:00 09/04/2025,11.46,6.0867,13.92,71.775,33.1667,2.365,9.4842,3693.3225,1006.7308,27.9475,,,,,
10552,20:00 09/04/2025,8.7725,5.9958,4.4508,70.0767,40.7117,1.0492,8.1917,3027.4425,1007.4433,28.3592,,,,,
10553,21:00 09/04/2025,12.3083,6.1967,2.9336,68.2642,36.3167,3.4875,8.8208,3284.605,1007.8917,28.3417,,,,,
10554,22:00 09/04/2025,10.7808,5.4775,5.1773,73.9508,37.36,2.93,8.0667,3251.9033,1008.4775,27.7675,,,,,
10555,23:00 09/04/2025,3.7008,5.2683,24.4317,77.2692,31.0183,0.0742,4.6392,2207.2967,1008.5783,26.27,,,,,
10556,00:00 10/04/2025,5.4067,4.8558,31.3767,60.2683,24.9992,1.0033,5.1658,2131.7708,1008.1375,25.4933,,,,,
10557,01:00 10/04/2025,7.5508,4.9317,8.6325,42.2292,21.37,0.7808,7.0833,2189.9233,1007.6142,27.725,,,,,
10558,02:00 10/04/2025,11.2517,5.0933,2.9386,51.9567,26.5783,2.8658,8.5717,2457.5467,1006.8967,28.4833,,,,,
10559,03:00 10/04/2025,4.895,5.2592,3.36,56.8217,36.5675,0.1,5.7067,2190.7033,1006.5117,28.5925,,,,,
10560,04:00 10/04/2025,2.1617,4.7875,17.2733,63.1925,42.8817,0.0,3.6675,1899.1092,1006.3192,27.2783,,,,,
10561,05:00 10/04/2025,6.2025,4.4333,22.9975,45.5867,31.845,1.1733,5.65,1949.9158,1006.3842,25.6525,,,,,
10562,06:00 10/04/2025,2.6508,4.4258,22.235,33.1767,24.67,0.0408,4.0108,1934.3742,1006.5017,25.2675,,,,,
10563,07:00 10/04/2025,5.5908,5.0183,11.0808,23.7892,18.2333,0.5542,5.9358,2394.3367,1007.0067,27.5458,,,,,
10564,08:00 10/04/2025,7.2233,5.3517,4.1692,40.9742,29.765,0.4375,7.3992,3271.3367,1007.8033,28.4067,,,,,
10565,09:00 10/04/2025,11.0158,5.7442,3.4309,74.3617,41.9583,2.135,8.9283,4194.7542,1008.2525,28.4808,,,,,
10566,10:00 10/04/2025,11.7792,5.4083,5.5017,106.905,56.3733,3.0733,8.7658,3341.1942,1008.0875,27.5325,,,,,
10567,11:00 10/04/2025,11.0708,5.2883,15.2133,106.0308,55.605,2.8625,8.3067,2997.6817,1007.7125,26.4033,,,,,
10568,12:00 10/04/2025,14.9142,5.5975,6.0975,112.4875,57.98,5.6692,9.245,3950.8292,1007.1425,26.3067,,,,,
10569,13:00 10/04/2025,7.51,5.7942,9.3858,110.2358,56.5558,0.7075,7.2342,2851.2067,1005.8525,28.1225,,,,,
10570,14:00 10/04/2025,8.9408,5.9392,17.5475,116.1,59.9,0.8817,8.4292,2600.0075,1004.7175,28.165,,,,,
10571,15:00 10/04/2025,12.605,6.705,27.0633,97.0942,53.9817,2.2717,10.5692,3261.6992,1003.7067,28.4417,,,,,
10572,16:00 10/04/2025,10.2358,6.0825,38.1358,74.6175,44.9892,1.8608,8.7475,2804.8017,1003.1592,29.665,,,,,
10573,17:00 10/04/2025,7.2475,5.5642,43.5825,63.5308,38.4442,0.7817,7.2708,2607.0042,1002.985,28.5742,,,,,
10574,18:00 10/04/2025,8.0075,5.2983,22.765,61.8058,36.2058,1.5325,7.1017,3130.7375,1003.435,27.165,,,,,
10575,19:00 10/04/2025,9.0775,5.4033,12.2792,47.8325,24.3367,2.2775,7.5492,2933.9775,1004.1983,28.3992,,,,,
10576,20:00 10/04/2025,6.4008,4.8192,8.665,67.6875,29.735,0.225,6.8817,2554.0908,1004.7483,28.5383,,,,,
10577,21:00 10/04/2025,8.1133,5.0408,8.2175,91.0317,34.835,1.8883,6.7958,2727.0117,1005.2692,28.5767,,,,,
10578,22:00 10/04/2025,4.3308,4.6917,21.005,63.225,35.1475,0.0117,5.3208,2223.4525,1005.7975,27.5692,,,,,
10579,23:00 10/04/2025,4.2325,4.5917,32.16,51.0333,30.6083,0.7292,4.7008,2246.3925,1005.8108,25.9733,,,,,
10580,00:00 11/04/2025,3.5108,4.265,15.3758,46.195,22.3775,0.0942,4.7183,2014.4058,1005.4175,26.1283,,,,,
10581,01:00 11/04/2025,2.475,4.6417,14.3208,53.8425,25.4258,0.0,3.9425,1912.7283,1004.6083,28.0125,,,,,
10582,02:00 11/04/2025,2.5492,4.7083,11.6058,81.6308,34.3558,0.0,3.9342,1876.5958,1004.1133,28.48,,,,,
10583,03:00 11/04/2025,2.9675,4.6958,7.2492,57.7833,30.1,0.0258,4.2833,1897.76,1003.7692,28.5542,,,,,
10584,04:00 11/04/2025,1.7467,4.9025,21.3875,38.3392,31.17,0.0,3.2942,1886.4483,1003.4483,27.705,,,,,
10585,05:00 11/04/2025,4.5325,4.3,30.185,33.6825,32.0558,1.4433,4.31,1970.7392,1003.79,26.3967,,,,,
10586,06:00 11/04/2025,5.4233,4.2292,27.3525,36.7175,30.44,0.5592,5.6958,2103.2967,1004.3292,25.7875,,,,,
10587,07:00 11/04/2025,6.9775,4.5358,6.1092,38.2642,24.5417,0.9333,6.5533,2478.8942,1004.9292,27.9625,,,,,
10588,08:00 11/04/2025,7.7475,5.945,4.5108,58.0592,37.3,1.6233,6.7375,3785.6825,1005.8333,28.4908,,,,,
10589,09:00 11/04/2025,6.0708,5.455,7.4525,66.8525,36.8375,0.2633,6.49,3086.2908,1006.2167,28.4142,,,,,
10590,10:00 11/04/2025,3.5767,5.2425,20.2267,66.1983,39.5325,0.0,4.5633,2440.225,1006.2908,27.5125,,,,,
10591,11:00 11/04/2025,5.6675,4.7775,27.0167,58.5658,30.1158,0.6992,5.6233,2522.61,1005.9092,26.3458,,,,,
10592,12:00 11/04/2025,9.3625,5.2275,18.0817,70.2633,36.5175,2.1017,7.5733,3129.6433,1005.2567,25.9142,,,,,
10593,13:00 11/04/2025,4.1783,5.7683,22.8467,70.4017,41.0042,0.295,4.995,2362.9492,1004.1425,27.8417,,,,,
10594,14:00 11/04/2025,2.9692,5.6725,38.6067,73.7942,51.3117,0.0,4.2925,2262.6542,1002.96,28.23,,,,,
10595,15:00 11/04/2025,3.5367,5.3667,44.2908,71.435,49.5192,0.21,4.6117,2228.0708,1002.0158,28.4067,,,,,
10596,16:00 11/04/2025,4.6775,5.5608,36.24,72.9317,51.575,0.5242,5.135,2611.8742,1001.88,27.3983,,,,,
10597,17:00 11/04/2025,4.2367,5.58,40.4817,62.755,43.5792,0.0,5.3442,2682.1108,1001.915,26.3042,,,,,
10598,18:00 11/04/2025,5.0675,5.1325,36.0617,75.3033,45.2567,0.0,6.1925,2945.295,1002.19,26.0967,,,,,
10599,19:00 11/04/2025,7.0175,6.115,17.5233,96.7967,47.8825,0.1758,7.7892,3288.8542,1003.055,28.0558,,,,,
10600,20:00 11/04/2025,7.3008,6.3717,11.4933,110.7242,61.7258,0.8742,7.8936,3092.5617,1004.05,28.2933,,,,,
10601,21:00 11/04/2025,6.8983,5.9775,11.6692,104.7058,67.3575,0.2,7.7217,2749.0708,1004.4675,28.3883,,,,,
10602,22:00 11/04/2025,7.8792,5.5967,24.1625,103.3808,67.56,1.7733,6.9942,2472.1075,1005.2208,27.2108,,,,,
10603,23:00 11/04/2025,11.1975,4.785,15.0458,92.3058,53.8508,2.82,8.6825,2579.0908,1005.4733,25.935,,,,,
10604,00:00 12/04/2025,6.9758,4.595,11.9042,74.2458,43.6267,0.2733,7.385,2244.0075,1004.7817,26.1617,,,,,
10605,01:00 12/04/2025,4.2792,5.29,13.8308,76.0925,39.7558,0.0,5.71,2056.9275,1004.1875,28.1225,,,,,
10606,02:00 12/04/2025,4.3425,4.9092,14.5025,75.09,53.6175,0.0,5.825,1935.3058,1003.59,28.5792,,,,,
10607,03:00 12/04/2025,4.2625,5.015,12.6208,67.7458,50.4242,0.0092,5.5725,1957.4817,1003.3992,28.5133,,,,,
10608,04:00 12/04/2025,3.8975,5.4033,21.5117,59.9492,45.7483,0.0,5.3233,1958.0392,1003.2908,27.9292,,,,,
10609,05:00 12/04/2025,6.0525,4.29,19.7858,66.1133,42.4008,0.7808,6.1633,2033.1292,1003.7575,26.8933,,,,,
10610,06:00 12/04/2025,2.8233,4.4225,29.1283,61.1775,36.7683,0.0,4.3183,1997.4183,1004.4783,26.2367,,,,,
10611,07:00 12/04/2025,4.38,5.435,13.9142,69.545,38.06,0.3833,4.9867,2566.0458,1005.06,27.8625,,,,,
10612,08:00 12/04/2025,6.7917,5.7725,3.3955,100.4433,58.0325,0.475,6.5392,3095.4217,1005.7833,28.2992,,,,,
10613,09:00 12/04/2025,8.3283,5.7608,5.1725,113.2442,63.4733,1.1217,7.64,4056.1642,1006.6333,28.18,,,,,
10614,10:00 12/04/2025,4.4808,5.2392,19.1875,117.4258,68.7758,0.0,5.3142,3165.5625,1007.2683,27.1925,,,,,
10615,11:00 12/04/2025,7.14,6.0825,13.1975,121.3875,74.7792,2.3192,5.055,3892.6408,1007.64,26.3342,,,,,
10616,12:00 12/04/2025,7.8358,5.9883,12.1083,128.8208,76.4592,2.2575,5.8083,3690.4025,1007.5892,26.6583,,,,,
10617,13:00 12/04/2025,8.5642,6.3825,8.8025,115.4092,69.4792,2.2675,6.4433,3772.3667,1006.9,27.9133,,,,,
10618,14:00 12/04/2025,6.3842,6.4883,14.1642,118.05,73.19,0.8075,5.9533,3594.1142,1005.7242,28.0317,,,,,
10619,15:00 12/04/2025,6.7792,6.7458,19.5758,120.1642,79.3867,1.32,6.1033,3437.2158,1004.7208,28.4917,,,,,
10620,16:00 12/04/2025,9.8983,6.3958,13.6092,131.9125,88.0242,2.5558,7.5508,4379.0025,1004.8083,27.4125,,,,,
10621,17:00 12/04/2025,10.82,6.715,8.1133,127.4717,79.7717,3.5833,7.3392,4730.8092,1005.56,25.6667,,,,,
10622,18:00 12/04/2025,6.1258,6.0283,7.8775,120.3725,72.0008,0.76,5.7308,4327.6217,1007.1367,26.4683,,,,,
10623,19:00 12/04/2025,2.6492,6.1667,33.36,101.5167,56.9333,0.0,3.8942,2433.5383,1008.84,27.99,,,,,
10624,20:00 12/04/2025,2.2317,5.6683,31.9633,69.5367,33.6467,0.0167,3.3392,2577.1117,1011.2692,28.32,,,,,
10625,21:00 12/04/2025,2.0542,5.9392,21.1108,57.6033,26.9433,0.0,3.1942,2382.3567,1013.5608,28.5333,,,,,
10626,22:00 12/04/2025,1.7992,5.3333,31.6542,51.3058,25.3008,0.0,2.7267,2553.1717,1015.5267,27.1458,,,,,
10627,23:00 12/04/2025,14.305,7.3033,8.6542,80.22,20.5425,9.2475,5.0583,3794.215,1016.3483,25.8825,,,,,
10628,00:00 13/04/2025,6.355,5.36,4.9625,121.0833,22.6125,2.5875,3.7667,2418.4733,1016.3025,25.8308,,,,,
10629,01:00 13/04/2025,2.675,5.1208,10.485,101.3533,20.0125,0.1833,2.89,1893.5325,1016.31,27.7925,,,,,
10630,02:00 13/04/2025,2.6067,5.2367,10.715,78.1025,21.1592,0.4983,2.135,1816.18,1016.11,28.5042,,,,,
10631,03:00 13/04/2025,3.0683,5.425,8.8283,82.0608,21.8258,0.8517,2.2183,1811.2308,1015.7225,28.5733,,,,,
10632,04:00 13/04/2025,4.17,5.7317,9.0608,89.6217,25.8517,1.7817,2.3892,1835.8817,1015.7408,27.4167,,,,,
10633,05:00 13/04/2025,3.6908,4.5575,11.6583,73.8133,22.4317,1.5358,2.1567,1835.8725,1016.1008,26.0933,,,,,
10634,06:00 13/04/2025,4.2358,4.6475,5.8233,75.5583,17.3025,1.8708,2.365,2154.8625,1016.8,26.2008,,,,,
10635,07:00 13/04/2025,5.2583,5.6058,4.3425,76.3117,18.1917,2.3042,2.9542,2448.86,1017.5525,27.8617,,,,,
10636,08:00 13/04/2025,6.205,6.4717,4.3292,85.9467,28.3883,2.8217,3.3833,2766.485,1018.4833,28.3483,,,,,
10637,09:00 13/04/2025,5.9258,7.0092,5.0792,95.0592,32.0825,2.4742,3.4517,2789.5058,1019.1067,28.4575,,,,,
10638,10:00 13/04/2025,5.2467,6.4717,7.595,124.4967,38.4392,1.4467,3.7992,2707.3617,1019.125,27.1033,,,,,
10639,11:00 13/04/2025,4.0808,5.8917,13.0842,140.3492,39.9033,0.4958,3.6925,2444.8942,1018.6792,25.7558,,,,,
10640,12:00 13/04/2025,4.2242,5.5858,16.5483,142.3925,40.275,0.6117,3.9392,2708.1208,1017.8058,25.3875,,,,,
10641,13:00 13/04/2025,3.9258,5.96,17.5708,157.4175,44.6992,0.2608,3.9592,2372.04,1016.6725,27.9375,,,,,
10642,14:00 13/04/2025,4.2025,7.2992,15.5792,193.1808,63.2558,0.535,3.875,2587.245,1015.4958,28.5617,,,,,
10643,15:00 13/04/2025,4.6375,7.1608,14.745,212.9925,70.0842,0.6442,4.1908,2679.3067,1014.4925,28.84,,,,,
10644,16:00 13/04/2025,4.4642,7.1425,17.6492,220.5617,78.3125,0.3942,4.26,2900.075,1013.515,26.9792,,,,,
10645,17:00 13/04/2025,5.8908,6.945,23.58,223.8908,69.9217,1.1992,4.9183,2732.27,1012.89,25.7883,,,,,
10646,18:00 13/04/2025,8.0567,7.4458,10.8383,241.4608,70.0325,2.415,5.6833,3629.0842,1012.815,25.7233,,,,,
10647,19:00 13/04/2025,7.9342,8.35,8.1925,256.9125,70.4575,2.3258,5.6075,3439.55,1013.1025,27.815,,,,,
10648,20:00 13/04/2025,7.1583,8.2992,7.0833,274.9492,77.3442,2.1525,5.0067,3454.5617,1013.6408,28.205,,,,,
10649,21:00 13/04/2025,8.0692,8.7417,5.2758,267.0842,77.08,3.365,4.7025,3498.7192,1014.5517,28.1967,,,,,
10650,22:00 13/04/2025,7.5042,9.25,5.9083,248.8733,79.8317,2.7992,4.7067,3108.7208,1015.0283,27.5183,,,,,
10651,23:00 13/04/2025,7.8033,9.8742,4.9517,234.2008,71.9675,3.0642,4.7375,3067.5858,1015.1,26.1358,,,,,
10652,00:00 14/04/2025,5.6,8.8458,4.4167,228.39,54.6975,1.305,4.3217,2483.1042,1014.8042,25.9283,,,,,
10653,01:00 14/04/2025,7.6392,9.615,3.6292,226.465,57.6225,3.5208,4.1167,2671.2242,1014.2433,27.34,,,,,
10654,02:00 14/04/2025,3.4225,7.7475,7.0592,225.585,68.3983,0.2658,3.3933,1955.1275,1013.8658,28.0242,,,,,
10655,03:00 14/04/2025,3.4683,7.9967,9.2742,225.2025,62.5158,0.3033,3.7725,1854.5233,1013.3667,28.3667,,,,,
10656,04:00 14/04/2025,3.9317,8.2583,7.4533,225.0583,61.4892,0.0375,4.5608,1817.255,1013.24,27.0825,,,,,
10657,05:00 14/04/2025,3.7167,7.3767,6.9225,225.0008,57.9367,0.0,4.4025,1861.995,1013.2833,26.1125,,,,,
10658,06:00 14/04/2025,6.5933,8.6092,3.4482,224.9992,57.0567,2.3342,4.3875,2246.9592,1013.78,26.0275,,,,,
10659,07:00 14/04/2025,7.6625,12.445,3.6175,225.0342,65.2567,3.86,3.8,3278.6717,1014.1567,27.3233,,,,,
10660,08:00 14/04/2025,7.4408,15.4725,4.2642,225.0467,73.3417,3.8692,3.5725,5518.1692,1015.2083,28.1342,,,,,
10661,09:00 14/04/2025,6.0808,13.2017,4.8967,225.0017,76.6208,2.7317,3.3483,4197.325,1016.0833,28.2017,,,,,
10662,10:00 14/04/2025,5.3617,11.3733,6.5458,224.2818,73.2992,2.2433,3.1175,3288.9158,1016.3983,27.2683,,,,,
10663,11:00 14/04/2025,4.305,9.7058,12.1875,189.9642,56.9,0.6858,3.73,2756.2717,1016.1183,25.885,,,,,
10664,12:00 14/04/2025,5.085,8.655,17.9458,170.0842,46.715,0.7725,4.51,3674.8867,1015.3517,26.2758,,,,,
10665,13:00 14/04/2025,5.2808,9.34,22.58,173.1275,47.3125,0.8408,4.7608,3394.3025,1014.2592,28.0275,,,,,
10666,14:00 14/04/2025,7.7742,9.8967,11.6617,174.5025,54.0083,1.9942,5.8158,2890.7175,1013.1825,28.7767,,,,,
10667,15:00 14/04/2025,4.6975,8.7892,18.7617,167.295,54.2958,0.5092,4.4217,2835.2367,1012.4167,29.0608,,,,,
10668,16:00 14/04/2025,5.0625,8.1667,21.3083,179.8675,63.4367,0.5875,4.745,2865.6383,1011.865,27.06,,,,,
10669,17:00 14/04/2025,7.56,8.19,31.5825,170.1725,51.8483,2.7408,5.185,3811.075,1011.4508,26.0758,,,,,
10670,18:00 14/04/2025,5.8058,7.4142,22.8617,180.1575,55.6375,0.2908,5.8958,3652.1758,1011.0467,26.0808,,,,,
10671,19:00 14/04/2025,7.7942,8.3325,7.7167,189.1375,59.04,0.8433,7.0183,4821.0208,1010.9667,27.6025,,,,,
10672,20:00 14/04/2025,8.4833,9.1667,3.6517,208.12,72.2875,2.3592,6.1258,5193.1917,1011.5442,28.2808,,,,,
10673,21:00 14/04/2025,6.6992,8.1158,3.8,217.7817,80.2583,0.5925,6.1067,3800.0092,1012.3242,28.3067,,,,,
10674,22:00 14/04/2025,6.3742,7.1917,4.4067,222.0633,87.9433,0.5317,5.8492,3547.9775,1012.9867,27.0158,,,,,
10675,23:00 14/04/2025,5.0333,5.9767,10.5942,223.9058,80.265,0.1458,5.0967,3069.5033,1013.2675,25.9067,,,,,
10676,00:00 15/04/2025,4.595,6.2317,6.1292,224.6042,76.1075,0.0875,4.8008,2635.0908,1012.8442,26.1692,,,,,
10677,01:00 15/04/2025,5.3183,7.1183,4.4609,224.8408,72.6483,0.8308,4.6075,2388.1575,1012.745,27.9133,,,,,
10678,02:00 15/04/2025,7.6042,8.6142,3.0975,231.5858,86.64,3.165,4.4392,2527.0792,1012.1575,28.3325,,,,,
10679,03:00 15/04/2025,6.7242,8.615,2.7433,262.6308,95.5458,2.8308,3.8925,2442.4742,1011.8133,28.36,,,,,
10680,04:00 15/04/2025,7.1042,8.8008,2.7742,281.385,103.18,3.12,3.985,2556.6808,1011.5425,26.8142,,,,,
10681,05:00 15/04/2025,7.4392,8.275,3.1525,284.1,109.07,3.6042,3.8383,2739.6275,1011.7842,25.5667,,,,,
10682,06:00 15/04/2025,7.8625,7.9767,3.167,273.3167,111.1942,4.3833,3.4775,2965.9583,1011.9925,25.8158,,,,,
10683,07:00 15/04/2025,8.0542,9.1117,2.7122,254.3158,108.2558,4.7667,3.2867,3921.1,1012.5275,27.7517,,,,,
10684,08:00 15/04/2025,6.8983,11.2375,3.0242,238.9658,94.365,3.2108,3.6867,6269.415,1013.3158,28.42,,,,,
10685,09:00 15/04/2025,7.0967,12.07,3.6367,230.4692,80.7633,2.9708,4.1275,5271.1942,1013.65,28.4633,,,,,
10686,10:00 15/04/2025,6.5308,10.4942,4.945,226.9967,71.2217,2.0858,4.4458,4202.38,1013.4883,26.8758,,,,,
10687,11:00 15/04/2025,6.6467,8.0908,8.3692,225.7225,47.4983,1.5158,5.1583,3730.9992,1012.8542,25.4492,,,,,
10688,12:00 15/04/2025,4.325,7.2542,22.5608,192.135,34.0875,0.3708,4.3542,2723.6542,1012.0308,26.2758,,,,,
10689,13:00 15/04/2025,2.745,9.0408,58.3942,157.2075,40.6408,0.0342,3.4475,2344.5808,1010.9417,27.4725,,,,,
10690,14:00 15/04/2025,0.7892,9.0242,110.4158,140.6467,47.0725,0.0,1.7992,2105.5642,1009.9708,28.325,,,,,
10691,15:00 15/04/2025,2.8525,9.1408,99.0875,135.2042,50.22,0.015,3.545,2825.755,1009.1858,29.17,,,,,
10692,16:00 15/04/2025,4.0892,10.6617,83.2983,134.5492,54.0925,0.015,4.6583,2695.815,1008.4092,28.59,,,,,
10693,17:00 15/04/2025,5.4333,9.0458,76.2258,127.9825,53.715,0.2642,5.5867,2967.785,1008.1233,26.305,,,,,
10694,18:00 15/04/2025,5.685,8.815,49.5875,123.0717,42.7917,0.0108,6.1417,4211.0025,1008.1217,26.6133,,,,,
10695,19:00 15/04/2025,5.3433,10.5483,38.345,139.5642,48.4992,0.0,6.0258,4012.2242,1008.4542,27.9808,,,,,
10696,20:00 15/04/2025,2.8075,8.5575,59.9217,178.9125,69.1408,0.0,3.5825,2909.2867,1008.9792,28.4633,,,,,
10697,21:00 15/04/2025,3.0925,9.5375,63.7458,206.2858,88.8875,0.0,3.8775,2898.4775,1009.935,28.44,,,,,
10698,22:00 15/04/2025,3.9383,12.0725,49.3442,210.4975,96.5567,0.0,4.6517,2821.9292,1010.8267,27.485,,,,,
10699,23:00 15/04/2025,4.1075,11.1283,31.1225,215.7725,96.0908,0.0,4.6958,2526.695,1011.0083,26.0442,,,,,
10700,00:00 16/04/2025,4.0975,9.2617,15.9917,221.595,79.0242,0.0,4.6925,2368.64,1011.015,26.2342,,,,,
10701,01:00 16/04/2025,3.8958,12.93,9.5575,223.5458,70.2233,0.0017,4.4883,2370.4767,1010.3067,28.1867,,,,,
10702,02:00 16/04/2025,1.8475,13.3808,18.8567,224.4008,79.6533,0.0,2.7658,2074.335,1009.625,28.3667,,,,,
10703,03:00 16/04/2025,1.7017,14.0925,17.9583,224.7675,81.4408,0.0,2.625,2005.0767,1009.2492,28.4475,,,,,
10704,04:00 16/04/2025,1.6758,15.3117,25.0,224.8983,84.1958,0.0,2.5875,1975.3775,1009.12,27.4433,,,,,
10705,05:00 16/04/2025,1.9225,13.7475,26.6867,224.9492,79.3233,0.0,2.7783,2073.2908,1009.1125,26.1517,,,,,
10706,06:00 16/04/2025,1.7942,19.2267,16.85,224.9927,87.7075,0.0,2.5708,2240.2775,1008.7883,26.0917,,,,,
10707,07:00 16/04/2025,2.4375,26.4975,13.5625,224.9992,86.5583,0.0,3.1283,2238.77,1009.1817,27.5475,,,,,
10708,08:00 16/04/2025,4.6125,31.6567,6.0367,224.9925,89.28,0.4142,4.3833,3303.2608,1009.9467,28.3992,,,,,
10709,09:00 16/04/2025,4.46,26.3325,12.6475,239.6267,87.7567,0.0483,4.7867,3144.6767,1010.1942,28.345,,,,,
10710,10:00 16/04/2025,6.2867,22.9292,14.825,262.4125,82.7708,0.7375,5.64,2876.9967,1009.9083,28.3808,,,,,
10711,11:00 16/04/2025,5.4508,18.81,21.2883,245.0667,76.955,0.2483,5.3675,2685.0433,1009.405,27.3833,,,,,
10712,12:00 16/04/2025,2.7442,14.4808,58.21,247.8717,65.9083,0.0275,3.4592,2309.6308,1008.395,25.5758,,,,,
10713,13:00 16/04/2025,2.9042,15.1783,87.9008,239.71,47.3258,0.1425,3.4458,2338.795,1007.3892,27.1617,,,,,
10714,14:00 16/04/2025,1.0758,14.6333,102.5592,230.98,59.4858,0.0,2.0183,2026.8483,1006.4383,28.185,,,,,
10715,15:00 16/04/2025,1.5525,12.3225,108.25,227.1892,64.3775,0.0,2.3742,2069.7225,1005.455,28.6467,,,,,
10716,16:00 16/04/2025,0.4967,10.5067,107.1508,225.785,67.8742,0.0,1.4892,1932.7283,1004.6642,27.6842,,,,,
10717,17:00 16/04/2025,2.7475,8.9708,77.2008,221.4692,63.3258,0.1242,3.1908,2847.7325,1004.2992,25.8467,,,,,
10718,18:00 16/04/2025,4.7683,9.0633,39.8658,203.78,54.0508,0.345,4.6517,4110.3642,1004.4033,26.3242,,,,,
10719,19:00 16/04/2025,4.5275,10.2525,26.8342,193.9008,55.3633,0.8442,4.2075,3515.2642,1005.0967,27.8267,,,,,
10720,20:00 16/04/2025,3.2983,12.175,17.3383,209.6267,66.0842,0.0175,3.8017,2844.2342,1006.0475,28.3983,,,,,
10721,21:00 16/04/2025,2.6033,10.0925,27.0817,208.9042,70.0633,0.0,3.3117,2475.8783,1006.9258,28.5608,,,,,
10722,22:00 16/04/2025,3.0967,9.6,26.3192,205.7867,74.5867,0.0483,3.5333,2391.9183,1007.2617,27.3725,,,,,
10723,23:00 16/04/2025,3.0625,6.6317,24.3275,215.5733,64.6883,0.1275,3.42,2340.435,1007.19,26.1417,,,,,
10724,00:00 17/04/2025,3.7075,6.21,6.2664,200.1825,55.4375,0.26,3.6617,2328.6042,1006.8292,26.2242,,,,,
10725,01:00 17/04/2025,1.5983,6.5375,10.1933,187.4625,53.1692,0.0442,2.5317,1975.5,1006.3692,27.9308,,,,,
10726,02:00 17/04/2025,1.0908,7.0558,14.7608,180.1683,60.7775,0.0,2.0825,1958.5083,1005.9958,28.2958,,,,,
10727,03:00 17/04/2025,1.5808,6.2933,13.1092,176.2467,60.7267,0.0375,2.43,1899.6017,1005.6892,28.5233,,,,,
10728,04:00 17/04/2025,1.6758,6.04,16.5833,185.0925,60.6158,0.0,2.6017,1921.1958,1005.6042,27.7758,,,,,
10729,05:00 17/04/2025,1.5333,5.6258,23.5442,196.2383,56.7817,0.0,2.5208,1982.2858,1005.6642,26.5183,,,,,
10730,06:00 17/04/2025,1.4817,5.3267,22.0833,183.8767,55.895,0.0,2.4042,2160.64,1005.79,25.8942,,,,,
10731,07:00 17/04/2025,1.8683,5.8908,11.9267,165.5058,42.5208,0.1117,2.535,2438.3408,1006.2933,27.7258,,,,,
10732,08:00 17/04/2025,2.3317,7.0608,10.7925,177.0342,50.2242,0.2517,2.7167,4582.8675,1007.1958,28.32,,,,,
10733,09:00 17/04/2025,3.5975,7.7583,6.6333,193.6958,56.995,0.7317,3.2325,4029.6633,1007.6717,28.2925,,,,,
10734,10:00 17/04/2025,0.3867,6.2367,26.1125,188.5975,63.9267,0.0175,0.8627,2311.69,1007.6125,29.315,,,,,
10735,11:00 17/04/2025,19.3842,6.5817,22.24,202.2258,62.9867,17.2608,2.1242,2042.485,1007.335,29.2,,,,,
10736,12:00 17/04/2025,0.815,7.555,39.085,182.9783,64.2508,0.0633,0.7617,2180.9542,1006.6825,29.3983,,,,,
10737,13:00 17/04/2025,2.4242,7.6442,30.935,152.2383,59.1117,0.4725,1.9825,2452.5842,1005.4892,29.5708,,,,,
